restaurant,location,cuisine,price,food_rating,service_rating,ambience_rating,value_rating,num_reviews,recommendation_percentage,chef,dining_style,dress_code,noise_level
Felice 83,Upper East Side,Italian,$31 to $50,4.5,4.4,4.5,4.2,250,93%,Antonio Pamplona,Casual Dining,Casual Dress,Moderate
Paola's Restaurant,Upper East Side,Italian,$31 to $50,4.6,4.4,4.4,4.1,1230,93%,Paola Bottero,Casual Elegant,Business Casual,Moderate
Bowery Meat Company,East Village,Steakhouse,$50 and over,4.7,4.7,4.5,4,675,82%,Lucas Billheimer,Casual Elegant,Business Casual,Moderate
La Pulperia - 2nd Ave,Upper East Side,Seafood,$30 and under,4.3,4.2,4.4,4.1,311,87%,Chef Carlos Barroz and Chef Lucas Manteca,Casual Dining,Casual Dress,Moderate
Flex Mussels - 82nd Street,Upper East Side,Seafood,$30 and under,4.7,4.6,4.5,4.4,2351,97%,,Casual Dining,Casual Dress,Moderate
La Loteria,West Village,Contemporary Mexican,$31 to $50,4.5,4.4,4.3,4.1,308,86%,Julieta Ballesteros / Jaime Herrera,Casual Elegant,Smart Casual,Moderate
Emporio,SoHo,Italian,$31 to $50,4.7,4.5,4.6,4.4,300,100%,Riccardo Buitoni,Casual Dining,Casual Dress,Moderate
Nino's,Upper East Side,Italian,$31 to $50,4.6,4.6,4.4,4.3,799,94%,Carlos Acevedo,Casual Elegant,Smart Casual,Quiet
Sons of Essex,Lower East Side,American,$30 and under,4.3,4.4,4.5,4.1,698,85%,,Casual Dining,Casual Dress,Moderate
The Leopard at des Artistes,Upper West Side,Italian,$50 and over,4.5,4.7,4.6,4.2,1575,90%,VITO GNAZZO,Fine Dining,Business Casual,Moderate
Calle Ocho,Upper West Side,Latin American,$31 to $50,4.4,4.2,4.3,4.2,3749,91%,Giovanny Ventura,Casual Dining,Casual Dress,Moderate
Cagen,East Village,Japanese,$50 and over,4.9,4.8,4.6,4.4,165,100%,,Fine Dining,Business Casual,Quiet
Zucchero e Pomodori,Upper East Side,Italian,$30 and under,4.4,4.4,4.1,4.4,490,93%,Carlos Quisti,Casual Dining,Casual Dress,Moderate
Antique Garage Soho,SoHo,Mediterranean,$31 to $50,4.4,4.3,4.6,4.2,505,86%,Utku Cinel,Casual Dining,Casual Dress,Moderate
Apres Ski Fondue Chalet,NoLita,Speakeasy,$30 and under,4.6,4.3,4.5,3.9,78,100%,,Casual Dining,Casual Dress,Moderate
Lucciola,Upper West Side,Italian,$30 and under,4.2,4.2,4.2,4.1,207,82%,Michele Casadei Massari,Casual Dining,Smart Casual,Moderate
Serafina Ludlow,Lower East Side,Italian,$30 and under,4.2,3.9,4,3.9,54,64%,,Casual Dining,Casual Dress,Moderate
Osteria 106,Upper West Side,Italian,$30 and under,4.7,4.7,4.7,4.6,100,99%,,Casual Elegant,Smart Casual,Moderate
IL Divo,Upper East Side,Italian,$31 to $50,4.1,4.2,4.4,3.4,14,100%,Matteo Limoli,Casual Dining,Business Casual,Moderate
Yves,TriBeCa - Downtown,French,$31 to $50,4.5,4.5,4.5,4.1,64,82%,Alex Baker,Casual Elegant,Casual Dress,Moderate
Altesi Downtown,SoHo,Italian,$31 to $50,4.6,4.3,4.4,4.3,594,100%,Paolo Nozzole,Casual Elegant,Casual Dress,Moderate
3 Giovani,Greenwich Village,Italian,$30 and under,4.6,4.7,4.6,4.6,85,100%,,Casual Elegant,Smart Casual,Moderate
Haru Sushi - Wall Street,Financial District,Japanese,$30 and under,4.3,4.2,4.2,3.9,550,93%,Ben Dorado,Casual Elegant,Casual Dress,Moderate
Rosa Mexicano - TriBeCa,TriBeCa - Downtown,Mexican,$31 to $50,3.9,4.2,3.9,3.7,310,77%,Judy Cooper,Casual Elegant,Casual Dress,Moderate
L'Angolo - Tribeca,TriBeCa - Downtown,Italian,$30 and under,4.4,4.3,4.4,4.1,168,86%,,Casual Elegant,Casual Dress,Quiet
Moti Mahal Delux,Upper East Side,Indian,$31 to $50,4.5,4,4.1,4,478,86%,,Casual Elegant,Smart Casual,Moderate
City Winery New York Barrel Room & Restaurant,SoHo,American,$30 and under,3.9,3.9,4.2,3.7,444,83%,Michael Jeanty,Casual Elegant,Casual Dress,Moderate
Favela Cubana,Greenwich Village,Cuban,$30 and under,4.4,4.4,4.4,4.4,322,88%,,Casual Dining,Casual Dress,Moderate
Piccolo Cafe - Amsterdam Ave,Upper West Side,Italian,$30 and under,4.3,4,4,4.1,122,77%,Gianluca Capozzi,Casual Dining,Casual Dress,Moderate
Upholstery Store: Food and Wine,West Village,Contemporary American,$31 to $50,4.4,4.5,4.5,4.3,48,92%,Kurt Gutenbrunner,Casual Dining,Casual Dress,Moderate
Cafe Medi,Lower East Side,Mediterranean,$31 to $50,4,3.6,4.3,3.8,179,69%,,Casual Dining,Casual Dress,Moderate
Bodrum Turkish Mediterranean,Upper West Side,Turkish,$30 and under,4.6,4.6,4.3,4.5,844,98%,Ali Usta,Casual Elegant,Casual Dress,Moderate
Eats,Upper East Side,American,$30 and under,4.1,4.2,3.8,3.9,593,91%,Oscar Mendez,Casual Dining,Casual Dress,Moderate
City Vineyard & Wine Garden at Pier 26,West Village,Contemporary American,$31 to $50,4.1,4.2,4.4,4,343,82%,David Hartmann,Casual Dining,Casual Dress,Moderate
Nomad Restaurant - East Village,East Village,Mediterranean,$30 and under,4,4.2,4.3,4,464,75%,,Casual Dining,Smart Casual,Moderate
Smoke Jazz and Supper Club,Upper West Side,Contemporary American,$31 to $50,4.1,4.4,4.7,4.1,2393,90%,Patricia Williams,Casual Elegant,Casual Dress,Moderate
Local 92,East Village,Mediterranean,$30 and under,4.4,4.1,4.2,4,242,89%,Shai Zvibak,Casual Dining,Casual Dress,Moderate
Roxy Bar,TriBeCa - Downtown,American,$31 to $50,4.2,4.2,4.6,3.9,203,96%,,Casual Elegant,Casual Dress,Moderate
Bistro Le Steak,Upper East Side,Steakhouse,$30 and under,4.2,4.3,4.2,4,446,90%,,Casual Dining,Business Casual,Moderate
Gemma - The Bowery Hotel,NoHo,Italian,$31 to $50,4.3,4.2,4.6,4.2,13,85%,,Elegant Dining,Smart Casual,Moderate
WILD - West Village,West Village,American,$30 and under,4.4,4,4.3,4.2,156,86%,,Casual Dining,Casual Dress,Moderate
Daniel - Lounge Seating,Upper East Side,French,$50 and over,4.7,4.8,4.5,4.2,720,93%,Daniel Boulud,Fine Dining,Business Casual,Quiet
Mexican Festival Restaurant,Upper West Side,Mexican,$30 and under,4.1,4.1,4.2,4.1,56,50%,,Casual Dining,Casual Dress,Moderate
Alachi Masala,Upper West Side,Indian,$30 and under,4.4,4.1,3.5,4.6,60,100%,,Casual Dining,Casual Dress,Quiet
Genesis Bar & Restaurant,Upper East Side,Irish,$30 and under,4.4,4.5,4.5,4.1,43,67%,Candido Leon,Casual Dining,Casual Dress,Moderate
Bistrot Leo,SoHo,French,$31 to $50,4.3,4.3,4.5,3.8,39,69%,Brian Loiacono,Casual Dining,Smart Casual,Quiet
Delizia 92,Yorkville,Pizzeria,$30 and under,4.4,4.2,4.1,4.3,55,100%,Alberto Tacuri,Casual Dining,Casual Dress,Moderate
Kazuza,East Village,International,$30 and under,3.2,3.6,3.9,3.6,11,58%,,Casual Dining,Business Casual,Moderate
San Matteo Pizzeria e Cucina,Upper East Side,Pizzeria,$30 and under,4.5,4.2,3.9,4.1,110,90%,,Casual Dining,Business Casual,Moderate
The Drunken Munkey - West Village,West Village,Indian,$30 and under,5,5,5,5,1,100%,Herbert Robertson,Casual Dining,Business Casual,Energetic
MIST Harlem,Harlem,American,$30 and under,4.2,3.6,3.8,3.8,17,67%,Kevin Lewis,Casual Dining,Business Casual,Moderate
Bettolona,Harlem,Italian,$30 and under,4.3,4.3,4.2,4.3,103,90%,Davide Pupillo,Casual Dining,Casual Dress,Moderate
Apna Masala,East Village,Indian,$30 and under,4.1,3.9,3.8,4,36,80%,,Casual Dining,Business Casual,Moderate
Aangan,Upper West Side,Indian,$30 and under,4.6,4.3,4.3,4.6,263,100%,Inder Singh,Fine Dining,Casual Dress,Quiet
Tenzan 89,Upper East Side,Japanese Speciality,$30 and under,4.5,4.4,3.8,4.4,4,100%,,Casual Dining,Casual Dress,Quiet
Nocciola Ristorante,Harlem,Italian,$30 and under,4.6,4.4,4.3,4.5,106,93%,Jonathan Frizzell,Casual Dining,Casual Dress,Quiet
Club Room at Soho Grand Hotel,SoHo,American,$30 and under,4.6,4,5,4.6,2,100%,,Casual Dining,Business Casual,Moderate
Rangoli - NYC,Upper East Side,Indian,$30 and under,4.5,4.4,4.5,4.5,90,100%,Lawrence Micheal   owner,Fine Dining,Formal Attire,Quiet
Very Thai,East Village,Thai,$30 and under,4.2,3.8,3.8,4,5,50%,,Casual Dining,Business Casual,Quiet
The Cauldron Pub,Financial District,British,$30 and under,4,4.3,4.4,3.8,17,79%,,Casual Dining,Casual Dress,Moderate
St George's Tavern,Financial District,American,$30 and under,3.6,3.7,3.4,3.6,7,50%,,Casual Dining,Casual Dress,Moderate
Sky 55 Bar & Grill,Financial District,American,$30 and under,4.5,4.3,4.1,4.3,20,100%,Michael Ucciferri,Casual Dining,Business Casual,Quiet
Miramar,Battery Park,Seafood,$30 and under,4.1,4.3,4,3.8,36,69%,,Casual Dining,Casual Dress,Quiet
Parish New York,Lower East Side,Creole / Cajun / Southern,$30 and under,3.6,3.2,3.6,3.5,10,71%,Richard Bustamnte,Casual Dining,Casual Dress,Moderate
Ashoka - 2nd Ave.,Upper East Side,Indian,$30 and under,4.5,4.6,4.4,4.7,15,100%,,Casual Dining,Business Casual,Moderate
Kana Tapas Bar,SoHo,Spanish,$30 and under,3.7,3.8,3.6,3.8,39,78%,,Casual Dining,Casual Dress,Moderate
Crown Shy,Financial District,American,$31 to $50,4.8,4.8,4.4,4.3,3,100%,James Kent,Casual Dining,Smart Casual,Moderate
Atlas Kitchen,Upper West Side,Chinese,$30 and under,4.1,4,4.5,4,6,80%,,Casual Dining,Smart Casual,Moderate
Maxwell's Central Park,Harlem,American,$30 and under,3.9,4.2,4.3,4.2,78,62%,,Casual Dining,Casual Dress,Moderate
Stax Sports Bar,Upper East Side,Sports Bar,$30 and under,4.6,4,3.8,3.7,4,100%,,Casual Dining,Business Casual,Moderate
The Eddy,East Village,Contemporary American,$31 to $50,4.6,4.6,4.6,4.2,318,92%,Jeremy Salamon,Casual Elegant,Casual Dress,Moderate
The Irish American Pub,Financial District,American,$30 and under,4.4,4.2,4.3,4.1,52,100%,,Casual Dining,Casual Dress,Moderate
Amor Cubano,Harlem,Cuban,$30 and under,4.5,4.5,4.6,4.5,363,94%,David Zarate,Casual Dining,Casual Dress,Moderate
Il Violino,Upper West Side,Italian,$31 to $50,4.4,4.5,4.2,4.2,1203,94%,,Casual Elegant,Smart Casual,Moderate
Altesi Ristorante,Upper East Side,Italian,$31 to $50,4.5,4.6,4.5,4.2,455,90%,Edilberto Soriano,Casual Elegant,Casual Dress,Quiet
The Palm Tribeca,TriBeCa - Downtown,Steakhouse,$50 and over,4.5,4.4,4.4,4.1,1704,84%,Stalin Abreu,Fine Dining,Business Casual,Moderate
Osteria della Pace - Eataly NYC Downtown,Financial District,Italian,$31 to $50,4.4,4.3,4.4,3.9,435,86%,,Casual Elegant,Business Casual,Moderate
The Django,TriBeCa - Downtown,Bistro,$50 and over,4.1,4.2,4.8,4.1,223,91%,,Casual Elegant,Formal Attire,Moderate
Zia Maria Little Italy,Little Italy,Italian,$30 and under,4.4,4.5,4.4,4.3,7,100%,,Casual Dining,Casual Dress,Moderate
Shun Lee Cafe,Lincoln Square,Dim Sum,$30 and under,4.1,3.9,3.8,3.5,1207,78%,Sun-Dao Man,Casual Dining,Casual Dress,Moderate
Brasserie Cognac East,Upper East Side,French,$31 to $50,4.3,4.4,4.2,4.1,581,96%,,Casual Elegant,Casual Dress,Moderate
Antique Garage Tribeca,TriBeCa - Downtown,Mediterranean,$31 to $50,4.4,4.4,4.7,4.2,218,93%,Utku Cinel,Casual Dining,Smart Casual,Moderate
The Boil,Lower East Side,Seafood,$30 and under,4.6,4.3,4.2,4.2,396,90%,,Casual Dining,Casual Dress,Moderate
Ortomare Ristorante Pizzeria,Upper West Side,Italian,$30 and under,4.9,4.9,4.8,4.9,19,100%,,Casual Dining,Casual Dress,Quiet
Gitano Jungle Room,SoHo,Mexican,$31 to $50,4.3,4.1,4.6,4,20,89%,Yvan Lemoine,Casual Elegant,Smart Casual,Moderate
YEFSI,Upper East Side,Greek,$31 to $50,4.5,4.4,4.2,4,981,93%,Christos Christou / Owner ,Casual Dining,Smart Casual,Moderate
Rintintin,NoLita,Mediterranean,$31 to $50,4.5,4.3,4.6,4.3,130,93%,,Casual Dining,Casual Dress,Moderate
Sola Pasta Bar,SoHo,Italian,$31 to $50,4.5,4.3,4.4,4.1,164,89%,Luigi Speranza,Casual Dining,Casual Dress,Moderate
Socarrat Paella Bar - Nolita,NoLita,Spanish,$31 to $50,4.4,4.4,4.4,4,708,81%,,Casual Elegant,Casual Dress,Moderate
Erminia Ristorante,Upper East Side,Italian,$50 and over,4.7,4.7,4.8,4.5,1109,95%,,Fine Dining,Business Casual,Quiet
OM Real Indian Food,Upper East Side,Indian,$30 and under,4.4,4.2,4,4.4,90,100%,,Casual Dining,Casual Dress,Moderate
Tomiño - Taberna Gallega,SoHo,Spanish,$31 to $50,4.7,4.6,4.6,4.5,200,95%,Rogelio Garcia and Fran Novás,Casual Dining,Casual Dress,Moderate
Sfoglia,Upper East Side,Italian,$31 to $50,4.6,4.6,4.6,4,1169,95%,,Casual Elegant,Smart Casual,Moderate
Almayass,Gramercy / Flatiron,Mediterranean,$31 to $50,4.6,4.5,4.5,4.1,1158,97%,Varak Alexandrian,Casual Elegant,Smart Casual,Moderate
Serafina 79,Upper East Side,Italian,$31 to $50,4.4,4.2,4.2,4,242,89%,,Casual Dining,Smart Casual,Moderate
La Sirene,SoHo,French,$31 to $50,4.5,4.5,4.3,4.3,1563,93%,Didier Pawlicki,Casual Elegant,Smart Casual,Quiet
Fonda - East Village,East Village,Contemporary Mexican,$31 to $50,4.6,4.4,4.4,4.3,579,97%,Raul Leyva,Casual Dining,Casual Dress,Moderate
Kefi,Upper West Side,Greek,$30 and under,4.5,4.5,4.2,4.2,178,90%,Michael Psilakis,Casual Dining,Smart Casual,Moderate
Murray's Cheese Bar,West Village,Contemporary American,$31 to $50,4.7,4.3,4.5,4.2,857,91%,,Casual Dining,Casual Dress,Moderate
Cacio e Vino,East Village,Italian,$30 and under,4.5,4.2,4.3,4.3,697,88%,Giusto Priola,Casual Dining,Smart Casual,Moderate
Bobby Van's Grill - 50th Street,Theater District / Times Square,American,$31 to $50,4.4,4.4,4.3,4,1956,90%,Eddie,Casual Dining,Business Casual,Moderate
Laduree SOHO,SoHo,French,$30 and under,4.3,4.1,4.4,4,1309,80%,,Casual Dining,Smart Casual,Moderate
Sarabeth's TriBeCa,TriBeCa - Downtown,American,$30 and under,4.3,4,4.2,3.9,1788,78%,Steve Meyers,Casual Dining,Casual Dress,Moderate
Suprema Provisions,West Village,Italian,$31 to $50,4.6,4.4,4.4,4.3,218,93%,,Casual Dining,Smart Casual,Moderate
Boulton and Watt,Lower East Side,Comfort Food,$30 and under,4.6,4.4,4.4,4.4,398,100%,,Casual Elegant,Casual Dress,Moderate
Maya - New York,Upper East Side,Mexican,$30 and under,4.4,4.5,4.3,4.3,1921,92%,Richard Sandoval,Casual Elegant,Smart Casual,Moderate
Il Mulino Prime - SoHo,SoHo,Italian,$50 and over,4.5,4.4,4.3,4,340,91%,Michele Mazza,Fine Dining,Business Casual,Moderate
MR CHOW - TriBeca,TriBeCa - Downtown,Chinese,$50 and over,4.4,4.4,4.5,3.8,1654,69%,Kwok Hor,Fine Dining,Smart Casual,Moderate
T-BAR Steak & Lounge (Upper East Side),Upper East Side,Steakhouse,$31 to $50,4.6,4.6,4.5,4.3,1399,95%,Ben Zwicker,Casual Elegant,Casual Dress,Moderate
Sarabeth's West,Upper West Side,American,$30 and under,4.5,4.4,4.3,4,1702,93%,Stephen Myers,Casual Dining,Casual Dress,Moderate
Old Rose,West Village,American,$30 and under,4.2,3.9,4.5,4,194,86%,Victor Amarilla,Casual Dining,Casual Dress,Moderate
The Bombay Bread Bar,SoHo,Indian,$31 to $50,4.2,3.9,4.2,3.6,517,69%,Floyd Cardoz,Casual Elegant,Smart Casual,Moderate
NINJA NEW YORK,TriBeCa - Downtown,Japanese,$31 to $50,4,4.5,4.5,3.8,5332,86%,,Casual Dining,Casual Dress,Moderate
Temple Court,Financial District,American,$31 to $50,4.5,4.5,4.7,4.3,716,91%,Tom Colicchio (Chef & Owner); Carlos Benedicto (Executive Chef),Casual Elegant,Business Casual,Moderate
Crave Fishbar - UWS,Upper West Side,Seafood,$31 to $50,4.5,4.5,4.4,4.2,1037,96%,Chef Todd Mitgang,Casual Dining,Smart Casual,Moderate
Elea,Upper West Side,Greek,$50 and over,4.6,4.4,4.4,4.1,192,94%,Chef David Perez ,Casual Dining,Smart Casual,Moderate
BAAR BAAR,East Village,Contemporary Indian,$31 to $50,4.5,4.4,4.6,4.1,261,86%,Sujan Sarkar,Casual Dining,Business Casual,Moderate
Peasant,SoHo,Italian,$31 to $50,4.7,4.7,4.7,4.3,2282,94%,Frank DeCarlo,Casual Elegant,Casual Dress,Moderate
'Cesca,Upper West Side,Italian,$31 to $50,4.3,4.1,4.2,3.8,3148,84%,Luis Rojas,Casual Elegant,Business Casual,Moderate
Piccola Cucina Estiatorio,SoHo,Italian,$30 and under,4.8,4.7,4.6,4.6,323,97%,Philip Guardione,Casual Dining,Business Casual,Moderate
Essex,Lower East Side,Fusion / Eclectic,$30 and under,4.2,4.3,4.2,4.2,2306,84%,Adan Cortes,Casual Dining,Casual Dress,Moderate
Lavagna - NYC,East Village,Italian,$31 to $50,4.8,4.6,4.6,4.5,1155,92%,Enrique Romero,Casual Elegant,Smart Casual,Moderate
Narcissa Restaurant,East Village,Contemporary American,$31 to $50,4.4,4.4,4.5,4,846,86%,,Casual Elegant,Business Casual,Moderate
Cocotte,SoHo,French,$31 to $50,4.8,4.8,4.7,4.5,780,99%,Sebastien Pourrat,Casual Dining,Casual Dress,Moderate
Market Table,Greenwich Village,American,$31 to $50,4.6,4.5,4.5,4.1,1857,97%,Joey Campanaro and Mike Price,Casual Elegant,Casual Dress,Moderate
Supper Restaurant,East Village,Italian,$30 and under,4.8,4.6,4.5,4.4,486,96%,Frank Prisinzano,Casual Dining,Casual Dress,Moderate
OIJI,East Village,Korean,$31 to $50,4.7,4.7,4.5,4.2,478,96%,Brian Kim/TK Ku,Casual Dining,Casual Dress,Moderate
Blue Ribbon Sushi Izakaya,Lower East Side,Japanese,$50 and over,4.6,4.4,4.4,4,514,93%,Bruce & Eric Bromberg,Casual Dining,Casual Dress,Moderate
Pylos,East Village,Greek,$31 to $50,4.6,4.5,4.5,4.3,644,92%,,Casual Elegant,Casual Dress,Moderate
Orsay,Upper East Side,French,$31 to $50,4.4,4.4,4.5,4.1,2094,91%,Antoine Camin,Casual Elegant,Business Casual,Moderate
Little Prince,SoHo,French,$30 and under,4.6,4.5,4.5,4.2,566,88%,,Casual Dining,Business Casual,Moderate
La Mela,Little Italy,Italian,$30 and under,4.5,4.4,4,4.3,1035,89%,,Casual Dining,Casual Dress,Moderate
Lido,Harlem,Italian,$30 and under,4.6,4.5,4.5,4.3,1201,95%,Serena Bass,Casual Elegant,Casual Dress,Moderate
Ecco,TriBeCa - Downtown,Italian,$31 to $50,4.7,4.8,4.6,4.4,470,100%,Antero Dominguez,Casual Elegant,Casual Dress,Moderate
Osteria Morini - New York,SoHo,Italian,$30 and under,4.6,4.4,4.4,4.2,2464,88%,Michael White,Casual Dining,Casual Dress,Moderate
Amber West Village,West Village,Sushi,$30 and under,4.3,4.2,4.1,4.4,115,100%,,Casual Dining,Casual Dress,Quiet
Old Tbilisi,Greenwich Village,Georgian,$30 and under,4.4,4,4.2,4,84,93%,,Casual Dining,Business Casual,Moderate
BoCaphe,NoLita,Vietnamese,$30 and under,4.3,4.3,4.3,4.1,103,82%,,Casual Dining,Casual Dress,Moderate
Vai Restaurant and Spuntino Bar,Upper West Side,Mediterranean,$30 and under,4.5,4.4,4.3,4,184,100%,Vincent Chirico,Casual Elegant,Smart Casual,Moderate
Saxon + Parole,NoHo,American,$31 to $50,4.6,4.4,4.5,4,1240,90%,Brad Farmerie,Casual Dining,Smart Casual,Moderate
Oda House,East Village,Georgian,$30 and under,4.8,4.5,4.3,4.5,378,94%,Maia Acquaviva,Casual Dining,Casual Dress,Moderate
Island,Upper East Side,American,$31 to $50,4.3,4.3,4.3,4.1,174,97%,,Casual Elegant,Smart Casual,Moderate
Somtum Der,East Village,Thai,$30 and under,4.5,4.4,4.3,4.4,211,81%,Kornthanut Thongnum,Casual Dining,Casual Dress,Moderate
Come Prima Ristorante,Upper East Side,Italian,$31 to $50,4.6,4.6,4.6,3.9,117,92%,,Casual Elegant,Business Casual,Moderate
Denino's Greenwich Village,West Village,Italian,$30 and under,4.6,4.7,4.4,4.4,92,100%,,Casual Dining,Business Casual,Moderate
Gigino Trattoria,TriBeCa - Downtown,Italian,$30 and under,4.6,4.5,4.5,4.4,856,97%,Luigi Celentano,Casual Dining,Casual Dress,Moderate
La Mirabelle,Upper West Side,French,$31 to $50,4.5,4.7,4.4,4.2,1339,96%,,Casual Elegant,Smart Casual,Moderate
Senya,Lower East Side,Japanese,$31 to $50,4.8,4.6,4.5,4.5,132,86%,Kenneth Choo,Casual Dining,Casual Dress,Quiet
AOC East,Upper East Side,Bistro,$30 and under,4.4,4.2,4.4,4.1,243,100%,,Casual Dining,Business Casual,Moderate
83 1/2,Upper East Side,Italian,$30 and under,4.6,4.5,4.3,4.3,631,96%,Vincenzo Mangiafridda,Casual Elegant,Smart Casual,Moderate
The Daisy,Upper East Side,Contemporary American,$50 and over,4.3,4.4,4.4,4,150,84%,,Casual Elegant,Business Casual,Moderate
Villa Mosconi,Greenwich Village,Italian,$31 to $50,4.5,4.6,4.4,4.5,617,90%,Pietro Mosconi,Fine Dining,Business Casual,Quiet
Sorbillo Pizzeria,Lower East Side,Pizzeria,$30 and under,4.3,4.1,4.1,4.1,198,83%,Gino Sorbillo,Casual Dining,Casual Dress,Moderate
Persepolis,Upper East Side,Persian,$31 to $50,4.5,4.5,4.2,4.3,703,96%,San Sethachutkul,Casual Elegant,Casual Dress,Moderate
Sole Bistro Italiano,Upper West Side,Italian,$31 to $50,4.2,4.2,4,4,187,92%,Anthony Mila ,Casual Elegant,Casual Dress,Moderate
Il Cortile Restaurant,Little Italy,Italian,$31 to $50,4.5,4.4,4.4,4.3,945,86%,,Casual Elegant,Casual Dress,Moderate
Sel Rrose,Lower East Side,French,$30 and under,4.5,4.2,4.4,4.2,200,100%,,Casual Dining,Smart Casual,Moderate
Restaurant Ukiyo,East Village,French,$31 to $50,4.8,4.7,4.6,4.4,76,100%,Marco Prins,Casual Elegant,Casual Dress,Quiet
Bessou,NoHo,Japanese,$30 and under,4.4,4.2,4.3,4.1,80,93%,Emily Yuen,Casual Dining,Casual Dress,Moderate
Niles New York City,Midtown West,Contemporary American,$30 and under,4.3,4.2,4,4.1,1297,96%,,Casual Dining,Casual Dress,Moderate
Afghan Kebab House,Upper East Side,Afghan,$30 and under,4.1,4.2,3.8,4.3,81,89%,Izmir Rouzyi,Casual Dining,Business Casual,Quiet
Villa Cemita,East Village,Mexican,$30 and under,4.2,4.2,4.2,4.1,201,91%,Alejandra Aco,Casual Dining,Casual Dress,Moderate
Caliente Cab Mexican Cafe,West Village,Regional Mexican,$30 and under,4.5,4.3,4.5,4.3,73,100%,,Casual Dining,Business Casual,Moderate
Felice 15 Gold Street,Financial District,Italian,$31 to $50,4.6,4.5,4.5,4.3,545,100%,Fausto Ferraresi ,Casual Dining,Casual Dress,Moderate
Bella Luna - NYC,Upper West Side,Italian,$30 and under,4.4,4.4,4.4,4.5,1019,95%,,Casual Dining,Casual Dress,Moderate
Stone Street Tavern,Financial District,American,$30 and under,4.5,4.5,4.4,4.4,155,100%,,Casual Dining,Business Casual,Moderate
Pera Mediterranean Brasserie,Midtown East,Mediterranean,$31 to $50,4.4,4.2,4.2,4,1769,86%,Sezai Celikbas,Casual Elegant,Smart Casual,Moderate
Coppola's West,Upper West Side,Italian,$31 to $50,4.6,4.6,4.4,4.4,832,94%,Executive Chef Salvatore Coppola,Casual Elegant,Smart Casual,Moderate
Joseph's Restaurant,Financial District,Italian,$31 to $50,4.7,4.7,4.5,4.2,156,100%,Mario Veseli,Fine Dining,Business Casual,Moderate
Graffiti Earth at Duane Street Hotel,TriBeCa - Downtown,Fusion / Eclectic,$30 and under,4.5,4.3,4.2,3.8,66,83%,Jehangir Mehta,Casual Dining,Business Casual,Quiet
2 West at The Wagner Hotel,Battery Park,Contemporary American,$31 to $50,4.2,4,4,3.9,378,80%,Philip Medora,Casual Dining,Casual Dress,Quiet
Harlem Tavern,Harlem,American,$30 and under,4.2,4.2,4.2,4.2,153,92%,,Casual Dining,Casual Dress,Moderate
